Merchant offer name;Вендор код (артикул производителя);Goods id
Тетрадь путешественника Toledo;tp16;100025323343
Чаша с деревянной крышкой из ясеня Ivalo, 29,5 см;G1085-29-301;100025322861
Штопор anna g черный;AAM01 B;100022845541
Дозатор для вина Bendy;137;100023046303
Набор из 2 стаканов Sorbet 310 мл перламутр;G060-09-201;100023938882
Набор из 2 стаканов Sorbet 310 мл розовый;G060-09-206;100023938886
Стакан 350 мл;541009;100022852019
Стакан club l, 400 мл, прозрачный;3578535;100023861669
Стакан crystal l, 450 мл, серый;3544540;100023938241
Стакан happy hour 250 мл зеленый;7230544;100023861726
Стакан happy hour 350 мл красный;7230365;100023861732
Стакан happy hour 350 мл оранжевый;7230345;100023861733
Бокал для вина Bordeaux 390 мл;541003;100000586156
Бокал для вина Superglas CLUB NO. 4, 350 мл, серый;3401540;100023938297
Бокал для вина Superglas CLUB NO. 4, 350 мл, синий;3401652;100023938331
Бокал для виски 270 мл;821301;100022851448
Бокал для коньяка 210 мл;541014;100022851476
Бокал для ликёра 240 мл;541038;100022851273
Бокал для рислинга 300 мл;541005;100000586170
Бокал для шампанского 200 мл;541004;100022851294
Подставки под бокалы 2 шт Lotus зеленый;QL10165-GN;100023041356
Набор бокалов для шампанского 4 шт Superglas CHEERS NO. 1, 100 мл, синий;3588652;100023938334
Сахарница diana;MT21;100022845625
Маслёнка Legio Nova;886263;100022851504
Емкость для хранения Birdie 1 л фиолетовая;567308;100023046485
Набор из 2 бокалов-флейт для шампанского Sorbet 225 мл розовый;G978-08-206;100023938918
Набор из 2 высоких бокалов-флейт Wine 100 мл;G874-05-991;100023938830
Стаканы elements earth 2 шт. 350 мл.;567299;100013257621
Стаканы elements metal 2 шт. 350 мл.;567301;100013257673
Стаканы elements water 2 шт. 350 мл.;567298;100023041805
Стаканы elements wood 2 шт. 350 мл.;567494;100023041859
Стаканы граненые 4 шт 340 мл;567434;100022852107
Стаканы граненые 6 шт 270 мл;567433;100000586215
Банка для продуктов Forme Casa 500 мл белая;27405011;100023698547
Банка для продуктов Forme Casa 500 мл синяя;274050134;100023765016
Графин для масла MyFlavour 0.5 л;567686;100023938978
Масленка Attika;BI03;100023040356
Масленка Forme Casa зеленая;16235684;100023862830
Емкость для хранения My Kitchen 1 л серая;29020033;100023046389
Контейнер Happle зеленый;QL10013-GN;100023039952
Контейнер Happle мини зеленый;QL10034-GN;100023039982
Контейнер Happle мини красный;QL10034-RD;100023040013
Контейнер для сыпучих продуктов Sprout Jar;QL10205-BN;100023040044
Набор из 3-х контейнеров Forme Casa белый;21885211;100023698703
Набор из 3-х контейнеров Forme Casa зеленый;21885284;100023698706
Набор из 3-х контейнеров Forme Casa красный;21885231;100023698704
Набор салатниц с крышками (3 шт.);29260052;100023040654
Соусницы с крышкой MB Temple малые 2 шт. черная+белая;1005 01 012;100023041609
Держатель для салфеток Mediterraneo красный;ESI03 R;100013275426
Салфетница grace серая;29330092;100013234836
Салфетница Tiffany песочная;19980039;100013234388
Держатель для бумажных полотенец MIAOU, чёрный;5225526;100023861545
Органайзер для ножей Intempora;1566;100023863303
Сушилка для посуды c ковриком xdry серая;1009253-149;100023041946
Сушилка для посуды holster серая;1008163-149;100023861465
Полки для хранения овощей My Kitchen серые;22650533;100023041279
Диспенсер для мыла с подставкой для губки Joey графит;330750-149;100023046205
Органайзер для раковины Saddle красный;330210-505;100023040910
Органайзер для раковины Saddle чёрный;330210-040;100023040985
Контейнер мусорный Skinny белый металлик;082610-661;100023039928
Корзина для мусора бежевая;HB-022;100024360415
Блокнот А5 MEMPHIS - Fall;212;100023045653
Блокнот А5 MEMPHIS - Ripple;213;100023045693
Блокнот для записи рецептов Scoop;tt04;100023045793
Блокнот для записи рецептов Solena;tt06;100023045813
Ершик для туалета Cactrash, оранжевый с зеленым;QL10279-OR-GN;100023828107
Подсвечник Loop черный;LP005;100022851814
Кашпо для растений настольное Nesta;1009251-748;100023039624
Этажерка подарочная Merry Tree белая;QL10042-WH;100023042472
Пуф Black&White;SX05;100023041576
Пуф Zigzag;SX02;100023041401
Шахматный набор wobble;377601-656;100023042486
Звонок для велосипеда Skull Bike Bell;SK BELLSKULL1;100023046510
Карта Travel Map Gold World RU;4,82019E+12;100023039652
Носки Cactus Mammillaria;DYCACSOMA;100023040807
Носки Fish черные;DYFISSOBK;100023040909
Носки Icepop Pineapple;DYSOCKSPI;100023040936
Диффузор для автомобиля Dream Catcher Animikauto 6 мл;MK007LEAMGB;100000587500
Диффузор для автомобиля Eternal optimist Animikauto 6 мл;MK007GDAMGB;100023046429
Диффузор для автомобиля Free spirit Animikauto 6 мл;MK007GCAMGB;100023046404
Диффузор для автомобиля Love&Happiness Animikauto 6 мл;MK007HDAMGB;100023046259
Диффузор для автомобиля Lover of life Animikauto 6 мл;MK007AHAMGB;100023046283
Диффузор для автомобиля True Friend Animikauto 6 мл;MK007BCAMGB;100023046323
Диффузор для автомобиля True love  Animikauto 6 мл;MK007RCAMGB;100023046355
Диффузор для автомобиля Urban Warrior Animikauto 6 мл;MK007JEAMGB;100023046374
